accepted_replan_count,completion_step,completion_time_truncated,episode_index,event_counts,executor_arrival_step,formal_training_run,found_step,max_steps,maximum_switch_distance,mean_replan_interval,mean_switch_distance,method,obstacle_event_count,obstacle_route_impacted_count,optimizer_invocation_count,post_found_executor_delay_truncated,reject_reason_counts,rejected_replan_count,replan_count,runtime_seconds,same_agent_switch_within_10_steps,scenario_id,scenario_seed,status,steps_completed,success,target_found_time_truncated,target_route_source_counts,total_switch_distance,waypoint_switch_count
20,,400,2,{},,False,,400,16.97056274847714,20.0,6.199104340037103,Periodic-BSER,0,0,20,400,{},0,20,443.7821546999621,0,unknown_validation_m20_0001,2729,OK,400,False,400,{},173.57492152103887,28
20,,400,3,{},,False,306,400,17.233687939614086,20.0,5.4202277675220465,Periodic-BSER,0,0,20,94,{},0,20,455.2150035999948,0,unknown_validation_m20_0001,2729,OK,400,False,306,"{""standby:y02"": 2, ""standby:y03"": 1}",178.86751632822754,33
20,,400,0,{},,False,,400,17.549928774784245,20.0,6.5797979623944025,Periodic-BSER,0,0,20,400,{},0,20,396.6799093000009,0,unknown_validation_m20_0002,2730,OK,400,False,400,{},256.6121205333817,39
20,,400,1,{},,False,,400,17.549928774784245,20.0,5.007752640849166,Periodic-BSER,0,0,20,400,{},0,20,420.9855270999833,0,unknown_validation_m20_0002,2730,OK,400,False,400,{},195.30235299311747,39
20,,400,2,{},,False,,400,17.549928774784245,20.0,6.701558362319082,Periodic-BSER,0,0,20,400,{},0,20,440.3206621000427,0,unknown_validation_m20_0002,2730,OK,400,False,400,{},281.46545121740144,42
20,,400,3,{},,False,,400,17.549928774784245,20.0,6.159751517727233,Periodic-BSER,0,0,20,400,{},0,20,483.63541569997324,0,unknown_validation_m20_0002,2730,OK,400,False,400,{},307.98757588636164,50
20,,400,0,{},,False,355,400,23.40939982143925,20.0,6.687325882384495,Periodic-BSER,0,0,20,45,{},0,20,392.2531160999788,0,unknown_validation_m20_0003,2731,OK,400,False,355,"{""standby:y02"": 1, ""standby:y03"": 1}",274.18036117776427,41
20,,400,1,{},,False,,400,23.40939982143925,20.0,6.286262382178923,Periodic-BSER,0,0,20,400,{},0,20,436.44314039999153,0,unknown_validation_m20_0003,2731,OK,400,False,400,{},264.0230200515148,42
11,221,221,2,{},220,False,137,400,23.40939982143925,20.0,5.7846848873013705,Periodic-BSER,0,0,11,83,{},0,11,199.00909770000726,0,unknown_validation_m20_0003,2731,OK,221,True,137,{},138.8324372952329,24
11,221,221,3,{},220,False,136,400,23.40939982143925,20.0,5.980525286994602,Periodic-BSER,0,0,11,84,{},0,11,204.37343899998814,0,unknown_validation_m20_0003,2731,OK,221,True,136,{},143.53260688787046,24
20,,400,0,{},,False,,400,17.0,20.0,6.423048662102269,Periodic-BSER,0,0,20,400,{},0,20,451.2518798999954,0,unknown_validation_m20_0004,2732,OK,400,False,400,{},250.4988978219885,39
20,,400,1,{},,False,,400,17.0,20.0,5.859112534764024,Periodic-BSER,0,0,20,400,{},0,20,454.8263680000091,0,unknown_validation_m20_0004,2732,OK,400,False,400,{},228.50538885579692,39
20,,400,2,{},,False,,400,17.0,20.0,5.595773351997866,Periodic-BSER,0,0,20,400,{},0,20,440.64724260004004,0,unknown_validation_m20_0004,2732,OK,400,False,400,{},212.6393873759189,38
20,,400,3,{},,False,,400,17.0,20.0,5.356719392340733,Periodic-BSER,0,0,20,400,{},0,20,453.5408465999644,0,unknown_validation_m20_0004,2732,OK,400,False,400,{},219.62549508597007,41
20,,400,0,{},,False,1,400,21.656407827707714,20.0,3.2242839755406907,Periodic-BSER,0,0,20,399,{},0,20,463.22126309998566,0,unknown_validation_m20_0005,2733,OK,400,False,1,"{""no_feasible_candidate_fallback"": 1, ""standby:y02"": 6, ""standby:y03"": 4}",164.43848275257523,51
20,,400,1,{},400,False,1,400,21.656407827707714,20.0,3.22301936569273,Periodic-BSER,0,0,20,399,{},0,20,436.51002549997065,0,unknown_validation_m20_0005,2733,OK,400,False,1,"{""no_feasible_candidate_fallback"": 1, ""standby:y01"": 1, ""standby:y02"": 6, ""standby:y03"": 4}",164.37398765032924,51
20,,400,2,{},,False,1,400,21.656407827707714,20.0,3.306376568258207,Periodic-BSER,0,0,20,399,{},0,20,437.907045800006,0,unknown_validation_m20_0005,2733,OK,400,False,1,"{""no_feasible_candidate_fallback"": 1, ""standby:y02"": 6, ""standby:y03"": 4}",155.39969870813573,47
9,182,182,3,{},180,False,1,400,21.656407827707714,20.0,4.453799482327213,Periodic-BSER,0,0,9,179,{},0,9,193.39209799998207,0,unknown_validation_m20_0005,2733,OK,182,True,1,"{""standby:y02"": 3, ""standby:y03"": 2}",111.34498705818032,25
14,,400,0,"{""BELIEF_SHIFT"": 7, ""EXECUTOR_INVALID"": 380, ""OBSTACLE_DISCOVERED"": 13, ""PERIODIC_REFRESH"": 4, ""WAYPOINT_STALE"": 380}",,False,,400,16.97056274847714,28.571428571428573,7.1330248715344595,Event-BSER-phase1b_v1,13,0,129,400,"{""cooldown_active"": 266, ""insufficient_gain"": 115}",381,14,698.4336775999982,0,unknown_validation_m20_0001,2729,OK,400,False,400,{},235.38982076063718,33
17,,400,1,"{""BELIEF_SHIFT"": 7, ""EXECUTOR_INVALID"": 387, ""OBSTACLE_DISCOVERED"": 16, ""PERIODIC_REFRESH"": 4, ""WAYPOINT_STALE"": 380}",,False,,400,16.97056274847714,23.529411764705884,6.449595440491799,Event-BSER-phase1b_v1,16,0,77,400,"{""cooldown_active"": 323, ""insufficient_gain"": 60}",383,17,571.9541779999854,0,unknown_validation_m20_0001,2729,OK,400,False,400,{},180.58867233377038,28
16,,400,2,"{""BELIEF_SHIFT"": 9, ""EXECUTOR_INVALID"": 387, ""OBSTACLE_DISCOVERED"": 15, ""PERIODIC_REFRESH"": 4, ""WAYPOINT_STALE"": 380}",,False,,400,16.97056274847714,25.0,6.199104340037103,Event-BSER-phase1b_v1,15,0,96,400,"{""cooldown_active"": 304, ""insufficient_gain"": 80}",384,16,603.1622076000203,0,unknown_validation_m20_0001,2729,OK,400,False,400,{},173.57492152103887,28
16,,400,3,"{""BELIEF_SHIFT"": 10, ""EXECUTOR_INVALID"": 379, ""OBSTACLE_DISCOVERED"": 12, ""PERIODIC_REFRESH"": 4, ""TARGET_FOUND"": 1, ""WAYPOINT_STALE"": 399}",,False,303,400,17.233687939614086,23.75,5.677611677830408,Event-BSER-phase1b_v1,12,0,94,97,"{""cooldown_active"": 306, ""insufficient_gain"": 78}",384,16,567.7342850000132,0,unknown_validation_m20_0001,2729,OK,400,False,303,"{""standby:y02"": 41, ""standby:y03"": 20, ""target_found_belief_peak"": 37}",141.9402919457602,25
4,,400,0,"{""BELIEF_SHIFT"": 6, ""EXECUTOR_INVALID"": 379, ""OBSTACLE_DISCOVERED"": 1, ""PERIODIC_REFRESH"": 4, ""TARGET_FOUND"": 1, ""WAYPOINT_STALE"": 381}",,False,398,400,17.549928774784245,99.5,8.639373767760924,Event-BSER-phase1b_v1,1,0,311,2,"{""cooldown_active"": 78, ""insufficient_gain"": 307}",385,4,1043.082721600018,0,unknown_validation_m20_0002,2730,OK,400,False,398,"{""target_found_belief_peak"": 3}",77.75436390984832,9
4,,400,1,"{""BELIEF_SHIFT"": 6, ""EXECUTOR_INVALID"": 380, ""OBSTACLE_DISCOVERED"": 2, ""PERIODIC_REFRESH"": 4, ""WAYPOINT_STALE"": 380}",,False,,400,17.549928774784245,100.0,8.025421389567784,Event-BSER-phase1b_v1,2,0,315,400,"{""cooldown_active"": 76, ""insufficient_gain"": 311}",387,4,1154.594082799973,0,unknown_validation_m20_0002,2730,OK,400,False,400,{},80.25421389567784,10
2,,400,2,"{""BELIEF_SHIFT"": 4, ""EXECUTOR_INVALID"": 380, ""PERIODIC_REFRESH"": 4, ""WAYPOINT_STALE"": 380}",,False,,400,17.549928774784245,50.0,9.412375670094635,Event-BSER-phase1b_v1,0,0,331,400,"{""cooldown_active"": 57, ""insufficient_gain"": 329}",386,2,1158.8211988999974,0,unknown_validation_m20_0002,2730,OK,400,False,400,{},56.474254020567805,6
4,,400,3,"{""BELIEF_SHIFT"": 5, ""EXECUTOR_INVALID"": 380, ""OBSTACLE_DISCOVERED"": 2, ""PERIODIC_REFRESH"": 4, ""WAYPOINT_STALE"": 380}",,False,,400,17.549928774784245,65.0,7.25007693940323,Event-BSER-phase1b_v1,2,0,296,400,"{""cooldown_active"": 95, ""insufficient_gain"": 292}",387,4,947.7727712999913,0,unknown_validation_m20_0002,2730,OK,400,False,400,{},87.00092327283876,12
8,,400,0,"{""BELIEF_SHIFT"": 6, ""EXECUTOR_INVALID"": 380, ""OBSTACLE_DISCOVERED"": 6, ""PERIODIC_REFRESH"": 4, ""WAYPOINT_STALE"": 384}",,False,,400,23.40939982143925,50.0,6.834547754165607,Event-BSER-phase1b_v1,6,0,242,400,"{""cooldown_active"": 152, ""insufficient_gain"": 234}",386,8,821.5301072000293,0,unknown_validation_m20_0003,2731,OK,400,False,400,{},123.02185957498092,18
8,,400,1,"{""BELIEF_SHIFT"": 5, ""EXECUTOR_INVALID"": 380, ""OBSTACLE_DISCOVERED"": 6, ""PERIODIC_REFRESH"": 4, ""WAYPOINT_STALE"": 380}",,False,,400,23.40939982143925,45.0,8.889441711227482,Event-BSER-phase1b_v1,6,0,220,400,"{""cooldown_active"": 171, ""insufficient_gain"": 212}",383,8,907.5774164000177,0,unknown_validation_m20_0003,2731,OK,400,False,400,{},151.1205090908672,17
10,,400,2,"{""BELIEF_SHIFT"": 8, ""EXECUTOR_INVALID"": 380, ""OBSTACLE_DISCOVERED"": 7, ""PERIODIC_REFRESH"": 4, ""WAYPOINT_STALE"": 380}",,False,,400,23.40939982143925,36.0,7.408520878795552,Event-BSER-phase1b_v1,7,0,184,400,"{""cooldown_active"": 209, ""insufficient_gain"": 174}",383,10,831.6826002000016,0,unknown_validation_m20_0003,2731,OK,400,False,400,{},177.80450109109324,24
10,,400,3,"{""BELIEF_SHIFT"": 7, ""EXECUTOR_INVALID"": 380, ""OBSTACLE_DISCOVERED"": 8, ""PERIODIC_REFRESH"": 4, ""WAYPOINT_STALE"": 380}",,False,,400,23.40939982143925,40.0,6.112946236198411,Event-BSER-phase1b_v1,8,0,202,400,"{""cooldown_active"": 190, ""insufficient_gain"": 192}",382,10,922.3997562000295,0,unknown_validation_m20_0003,2731,OK,400,False,400,{},152.82365590496028,25
13,,400,0,"{""BELIEF_SHIFT"": 7, ""EXECUTOR_INVALID"": 380, ""OBSTACLE_DISCOVERED"": 12, ""PERIODIC_REFRESH"": 4, ""WAYPOINT_STALE"": 383}",,False,,400,17.0,30.76923076923077,7.20388875561546,Event-BSER-phase1b_v1,12,0,149,400,"{""cooldown_active"": 247, ""insufficient_gain"": 136}",383,13,702.0985559000401,0,unknown_validation_m20_0004,2732,OK,400,False,400,{},223.32055142407927,31
11,,400,1,"{""BELIEF_SHIFT"": 4, ""EXECUTOR_INVALID"": 380, ""OBSTACLE_DISCOVERED"": 11, ""PERIODIC_REFRESH"": 4, ""WAYPOINT_STALE"": 380}",,False,,400,17.0,30.90909090909091,5.361385176235302,Event-BSER-phase1b_v1,11,0,166,400,"{""cooldown_active"": 228, ""insufficient_gain"": 155}",383,11,824.8576347999624,0,unknown_validation_m20_0004,2732,OK,400,False,400,{},128.67324422964725,24
11,,400,2,"{""BELIEF_SHIFT"": 5, ""EXECUTOR_INVALID"": 380, ""OBSTACLE_DISCOVERED"": 11, ""PERIODIC_REFRESH"": 4, ""WAYPOINT_STALE"": 380}",,False,,400,17.0,36.36363636363637,5.615607008043535,Event-BSER-phase1b_v1,11,0,185,400,"{""cooldown_active"": 209, ""insufficient_gain"": 174}",383,11,849.1327903000056,0,unknown_validation_m20_0004,2732,OK,400,False,400,{},151.62138921717545,27
12,,400,3,"{""BELIEF_SHIFT"": 4, ""EXECUTOR_INVALID"": 380, ""OBSTACLE_DISCOVERED"": 11, ""PERIODIC_REFRESH"": 4, ""WAYPOINT_STALE"": 380}",,False,,400,17.0,31.666666666666668,6.769703292600715,Event-BSER-phase1b_v1,11,0,148,400,"{""cooldown_active"": 247, ""insufficient_gain"": 136}",383,12,753.3471692000167,0,unknown_validation_m20_0004,2732,OK,400,False,400,{},176.0122856076186,26
9,,400,0,"{""BELIEF_SHIFT"": 21, ""EXECUTOR_INVALID"": 390, ""OBSTACLE_DISCOVERED"": 8, ""PERIODIC_REFRESH"": 4, ""TARGET_FOUND"": 1, ""WAYPOINT_STALE"": 400}",,False,1,400,7.211102550927978,24.444444444444443,2.507411814188907,Event-BSER-phase1b_v1,8,0,230,399,"{""cooldown_active"": 170, ""insufficient_gain"": 221}",391,9,461.60834510001587,0,unknown_validation_m20_0005,2733,OK,400,False,1,"{""no_feasible_candidate_fallback"": 201, ""standby:y01"": 20, ""standby:y02"": 140, ""standby:y03"": 20, ""target_found_belief_peak"": 19}",40.11858902702251,16
9,,400,1,"{""BELIEF_SHIFT"": 21, ""EXECUTOR_INVALID"": 390, ""OBSTACLE_DISCOVERED"": 8, ""PERIODIC_REFRESH"": 4, ""TARGET_FOUND"": 1, ""WAYPOINT_STALE"": 400}",,False,1,400,7.211102550927978,24.444444444444443,2.507411814188907,Event-BSER-phase1b_v1,8,0,230,399,"{""cooldown_active"": 170, ""insufficient_gain"": 221}",391,9,417.2812450999627,0,unknown_validation_m20_0005,2733,OK,400,False,1,"{""no_feasible_candidate_fallback"": 201, ""standby:y01"": 20, ""standby:y02"": 140, ""standby:y03"": 20, ""target_found_belief_peak"": 19}",40.11858902702251,16
9,,400,2,"{""BELIEF_SHIFT"": 21, ""EXECUTOR_INVALID"": 389, ""OBSTACLE_DISCOVERED"": 7, ""PERIODIC_REFRESH"": 4, ""TARGET_FOUND"": 1, ""WAYPOINT_STALE"": 400}",,False,1,400,10.0,26.666666666666668,3.178973649589156,Event-BSER-phase1b_v1,7,0,230,399,"{""cooldown_active"": 170, ""insufficient_gain"": 221}",391,9,442.35967139998684,0,unknown_validation_m20_0005,2733,OK,400,False,1,"{""no_feasible_candidate_fallback"": 181, ""standby:y02"": 180, ""standby:y03"": 20, ""target_found_belief_peak"": 19}",50.863578393426494,16
9,,400,3,"{""BELIEF_SHIFT"": 21, ""EXECUTOR_INVALID"": 389, ""OBSTACLE_DISCOVERED"": 7, ""PERIODIC_REFRESH"": 4, ""TARGET_FOUND"": 1, ""WAYPOINT_STALE"": 400}",,False,1,400,10.0,26.666666666666668,3.178973649589156,Event-BSER-phase1b_v1,7,0,230,399,"{""cooldown_active"": 170, ""insufficient_gain"": 221}",391,9,436.7650557999732,0,unknown_validation_m20_0005,2733,OK,400,False,1,"{""no_feasible_candidate_fallback"": 181, ""standby:y02"": 180, ""standby:y03"": 20, ""target_found_belief_peak"": 19}",50.863578393426494,16
2,,400,0,"{""BELIEF_SHIFT"": 4, ""EXECUTOR_INVALID"": 380, ""OBSTACLE_DISCOVERED"": 6, ""PERIODIC_REFRESH"": 4, ""WAYPOINT_STALE"": 398}",,False,,400,16.97056274847714,20.0,15.07614028583929,Event-BSER-phase1b1_corrected,6,6,87,400,"{""ATOMIC_REJECT_MISSING_SEARCH_ROUTE"": 85, ""REJECT_EVENT_COOLDOWN"": 313}",398,2,703.4682020000182,0,unknown_validation_m20_0001,2729,OK,400,False,400,{},60.30456114335716,4
10,,400,1,"{""BELIEF_SHIFT"": 6, ""EXECUTOR_INVALID"": 380, ""OBSTACLE_DISCOVERED"": 13, ""PERIODIC_REFRESH"": 4, ""WAYPOINT_STALE"": 380}",,False,,400,16.97056274847714,40.0,7.408212496369699,Event-BSER-phase1b1_corrected,13,11,95,400,"{""ATOMIC_REJECT_MISSING_SEARCH_ROUTE"": 80, ""REJECT_EVENT_COOLDOWN"": 300, ""REJECT_INSUFFICIENT_RELATIVE_GAIN"": 3, ""REJECT_NO_ASSIGNMENT_CHANGE"": 2}",385,10,634.8611028000014,0,unknown_validation_m20_0001,2729,OK,400,False,400,{},111.12318744554548,15
10,,400,2,"{""BELIEF_SHIFT"": 6, ""EXECUTOR_INVALID"": 388, ""OBSTACLE_DISCOVERED"": 10, ""PERIODIC_REFRESH"": 4, ""WAYPOINT_STALE"": 380}",,False,,400,16.97056274847714,40.0,9.83236651362499,Event-BSER-phase1b1_corrected,10,10,61,400,"{""ATOMIC_REJECT_MISSING_SEARCH_ROUTE"": 52, ""REJECT_EVENT_COOLDOWN"": 195, ""REJECT_INSUFFICIENT_RELATIVE_GAIN"": 1, ""REJECT_NO_ASSIGNMENT_CHANGE"": 139}",387,10,617.27603920002,0,unknown_validation_m20_0001,2729,OK,400,False,400,{},88.49129862262491,9
4,,400,3,"{""BELIEF_SHIFT"": 5, ""EXECUTOR_INVALID"": 382, ""OBSTACLE_DISCOVERED"": 15, ""PERIODIC_REFRESH"": 4, ""WAYPOINT_STALE"": 397}",,False,,400,16.76305461424021,100.0,12.974753495483668,Event-BSER-phase1b1_corrected,15,15,90,400,"{""ATOMIC_REJECT_MISSING_SEARCH_ROUTE"": 87, ""REJECT_EVENT_COOLDOWN"": 289, ""REJECT_NO_ASSIGNMENT_CHANGE"": 20}",396,4,500.2060545999557,0,unknown_validation_m20_0001,2729,OK,400,False,400,{},51.89901398193467,4
2,,400,0,"{""BELIEF_SHIFT"": 5, ""EXECUTOR_INVALID"": 380, ""OBSTACLE_DISCOVERED"": 1, ""PERIODIC_REFRESH"": 4, ""WAYPOINT_STALE"": 380}",,False,,400,17.549928774784245,50.0,11.09485080411356,Event-BSER-phase1b1_corrected,1,0,88,400,"{""ATOMIC_REJECT_MISSING_SEARCH_ROUTE"": 80, ""OBSTACLE_OFF_ROUTE"": 1, ""REJECT_EVENT_COOLDOWN"": 300, ""REJECT_INSUFFICIENT_RELATIVE_GAIN"": 6}",387,2,574.4208508000011,0,unknown_validation_m20_0002,2730,OK,400,False,400,{},55.474254020567805,5
3,,400,1,"{""BELIEF_SHIFT"": 6, ""EXECUTOR_INVALID"": 380, ""OBSTACLE_DISCOVERED"": 2, ""PERIODIC_REFRESH"": 4, ""WAYPOINT_STALE"": 380}",,False,,400,17.549928774784245,126.66666666666667,10.745709003427967,Event-BSER-phase1b1_corrected,2,1,91,400,"{""ATOMIC_REJECT_MISSING_SEARCH_ROUTE"": 80, ""REJECT_EVENT_COOLDOWN"": 300, ""REJECT_INSUFFICIENT_RELATIVE_GAIN"": 8}",388,3,580.8144729000051,0,unknown_validation_m20_0002,2730,OK,400,False,400,{},64.4742540205678,6
2,,400,2,"{""BELIEF_SHIFT"": 4, ""EXECUTOR_INVALID"": 380, ""PERIODIC_REFRESH"": 4, ""WAYPOINT_STALE"": 380}",,False,,400,17.549928774784245,50.0,11.09485080411356,Event-BSER-phase1b1_corrected,0,0,88,400,"{""ATOMIC_REJECT_MISSING_SEARCH_ROUTE"": 80, ""REJECT_EVENT_COOLDOWN"": 300, ""REJECT_INSUFFICIENT_RELATIVE_GAIN"": 6}",386,2,565.644846900017,0,unknown_validation_m20_0002,2730,OK,400,False,400,{},55.474254020567805,5
2,,400,3,"{""BELIEF_SHIFT"": 6, ""EXECUTOR_INVALID"": 380, ""OBSTACLE_DISCOVERED"": 2, ""PERIODIC_REFRESH"": 4, ""WAYPOINT_STALE"": 380}",,False,,400,17.549928774784245,50.0,11.09485080411356,Event-BSER-phase1b1_corrected,2,0,90,400,"{""ATOMIC_REJECT_MISSING_SEARCH_ROUTE"": 80, ""OBSTACLE_OFF_ROUTE"": 1, ""REJECT_EVENT_COOLDOWN"": 300, ""REJECT_INSUFFICIENT_RELATIVE_GAIN"": 8}",389,2,489.4629408000037,0,unknown_validation_m20_0002,2730,OK,400,False,400,{},55.474254020567805,5
3,,400,0,"{""BELIEF_SHIFT"": 6, ""EXECUTOR_INVALID"": 380, ""OBSTACLE_DISCOVERED"": 6, ""PERIODIC_REFRESH"": 4, ""WAYPOINT_STALE"": 380}",,False,,400,23.40939982143925,33.333333333333336,12.781778060863601,Event-BSER-phase1b1_corrected,6,0,90,400,"{""ATOMIC_REJECT_MISSING_SEARCH_ROUTE"": 80, ""OBSTACLE_OFF_ROUTE"": 2, ""REJECT_EVENT_COOLDOWN"": 300, ""REJECT_INSUFFICIENT_RELATIVE_GAIN"": 7}",389,3,544.8564691999927,0,unknown_validation_m20_0003,2731,OK,400,False,400,{},76.69066836518161,6
3,,400,1,"{""BELIEF_SHIFT"": 7, ""EXECUTOR_INVALID"": 380, ""OBSTACLE_DISCOVERED"": 5, ""PERIODIC_REFRESH"": 4, ""WAYPOINT_STALE"": 380}",,False,,400,23.40939982143925,33.333333333333336,12.781778060863601,Event-BSER-phase1b1_corrected,5,0,90,400,"{""ATOMIC_REJECT_MISSING_SEARCH_ROUTE"": 80, ""OBSTACLE_OFF_ROUTE"": 3, ""REJECT_EVENT_COOLDOWN"": 300, ""REJECT_INSUFFICIENT_RELATIVE_GAIN"": 7}",390,3,608.3822068999871,0,unknown_validation_m20_0003,2731,OK,400,False,400,{},76.69066836518161,6
3,,400,2,"{""BELIEF_SHIFT"": 6, ""EXECUTOR_INVALID"": 380, ""OBSTACLE_DISCOVERED"": 8, ""PERIODIC_REFRESH"": 4, ""WAYPOINT_STALE"": 380}",,False,,400,23.40939982143925,133.33333333333334,11.36175537402077,Event-BSER-phase1b1_corrected,8,1,89,400,"{""ATOMIC_REJECT_MISSING_SEARCH_ROUTE"": 80, ""OBSTACLE_OFF_ROUTE"": 2, ""REJECT_EVENT_COOLDOWN"": 300, ""REJECT_INSUFFICIENT_RELATIVE_GAIN"": 5, ""REJECT_NO_ASSIGNMENT_CHANGE"": 1}",388,3,546.6205520000076,0,unknown_validation_m20_0003,2731,OK,400,False,400,{},79.53228761814539,7
12,,400,3,"{""BELIEF_SHIFT"": 13, ""EXECUTOR_INVALID"": 379, ""EXECUTOR_TARGET_RECEIVED"": 1, ""OBSTACLE_DISCOVERED"": 4, ""PERIODIC_REFRESH"": 4, ""TARGET_FOUND"": 1, ""WAYPOINT_STALE"": 389}",,False,232,400,23.40939982143925,31.75,12.324667643776149,Event-BSER-phase1b1_corrected,4,1,61,168,"{""ATOMIC_REJECT_MISSING_SEARCH_ROUTE"": 47, ""REJECT_EVENT_COOLDOWN"": 174, ""REJECT_INSUFFICIENT_RELATIVE_GAIN"": 9, ""REJECT_NO_ASSIGNMENT_CHANGE"": 152}",382,12,573.8954990999773,0,unknown_validation_m20_0003,2731,OK,400,False,232,"{""NO_VALID_ROUTE"": 161, ""standby:y02"": 7, ""standby:y03"": 1}",123.2466764377615,10
9,,400,0,"{""BELIEF_SHIFT"": 4, ""EXECUTOR_INVALID"": 380, ""OBSTACLE_DISCOVERED"": 17, ""PERIODIC_REFRESH"": 4, ""WAYPOINT_STALE"": 380}",,False,,400,17.0,44.44444444444444,6.815584539953565,Event-BSER-phase1b1_corrected,17,9,95,400,"{""ATOMIC_REJECT_MISSING_SEARCH_ROUTE"": 80, ""OBSTACLE_OFF_ROUTE"": 4, ""REJECT_EVENT_COOLDOWN"": 300, ""REJECT_INSUFFICIENT_RELATIVE_GAIN"": 3, ""REJECT_NO_ASSIGNMENT_CHANGE"": 3}",390,9,643.5224985000095,0,unknown_validation_m20_0004,2732,OK,400,False,400,{},81.78701447944277,12
